NIVEL_WPS	CODIGO_WPS	QTDE_WPS	DESCRICAO_WPS	LARG_WPS	ALT_WPS	PROF_WPS	COMP_WPS	MATERIAL_WPS	USINAGEM_1_WPS	USINAGEM_2_WPS	LARG_TOP	CATEGORIA	IMAGEN	
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2481	75	2481	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003184.BMP	
3	15_SOBRA	0.19	15_SOBRA	75	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	605	370	15	370				605			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	605	370	15	370	15_ESCARLATE			605		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003200.BMP	
3	15_ESCARLATE	0.22	15_ESCARLATE	605	15	0	370	15_ESCARLATE			370	ARAUCO		
3	ABS_ESCARLATE_22	1.35	ABS_ESCARLATE_22	1345	0	0	0	ABS_ESCARLATE_22			1345			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	336	15	336	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003205.BMP	
3	15_SOBRA	0.02	15_SOBRA	70	15	0	336	15_SOBRA			336	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	336	75	336	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003211.BMP	
3	15_SOBRA	0.03	15_SOBRA	75	15	0	336	15_SOBRA			336	ARAUCO		
1	PA01	1	PAINEL VERTICAL	762	2481	15	2481				762			
2	PAINELV080000151000	1	PAINEL VER ESQ INF 2_5	762	2481	15	2481	15_ESCARLATE			762		C:\Nesting\LIVING\IMG_COMP\PAINELVERESQ-1-1003227.BMP	
3	15_ESCARLATE	1.89	15_ESCARLATE	762	15	0	2481	15_ESCARLATE			2481	ARAUCO		
3	ABS_ESCARLATE_22	3.24	ABS_ESCARLATE_22	3243	0	0	0	ABS_ESCARLATE_22			3243			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	762	25	12	25				762			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	2481	15	2481	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003236.BMP	
3	15_SOBRA	0.17	15_SOBRA	70	15	0	2481	15_SOBRA			2481	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	2481	75	2481	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003242.BMP	
3	15_SOBRA	0.19	15_SOBRA	75	15	0	2481	15_SOBRA			2481	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1215	1110	15	1110				1215			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ SUP INF 2_5	1215	1110	15	1110	15_ESCARLATE			1215		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003258.BMP	
3	15_ESCARLATE	1.35	15_ESCARLATE	1215	15	0	1110	15_ESCARLATE			1110	ARAUCO		
3	ABS_ESCARLATE_22	4.65	ABS_ESCARLATE_22	4650	0	0	0	ABS_ESCARLATE_22			4650			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	1095	15	1095	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003263.BMP	
3	15_SOBRA	0.08	15_SOBRA	70	15	0	1095	15_SOBRA			1095	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	1095	75	1095	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003269.BMP	
3	15_SOBRA	0.08	15_SOBRA	75	15	0	1095	15_SOBRA			1095	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	895	15	895	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003283.BMP	
3	15_SOBRA	0.06	15_SOBRA	70	15	0	895	15_SOBRA			895	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	895	75	895	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003289.BMP	
3	15_SOBRA	0.07	15_SOBRA	75	15	0	895	15_SOBRA			895	ARAUCO		
1	PA01	1	PAINEL VERTICAL	1215	601	15	601				1215			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	1215	601	15	601	15_ESCARLATE			1215		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1003295.BMP	
3	15_ESCARLATE	0.73	15_ESCARLATE	1215	15	0	601	15_ESCARLATE			601	ARAUCO		
3	ABS_ESCARLATE_22	2.42	ABS_ESCARLATE_22	2417	0	0	0	ABS_ESCARLATE_22			2417			
2	ENGROSSO007000151000	4	ENGROSSO VER PAINEL _4P	70	586	15	586	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003300.BMP	
3	15_SOBRA	0.04	15_SOBRA	70	15	0	586	15_SOBRA			586	ARAUCO		
2	ENGROSSO001500651000	2	ENGROSSO V FECHAMENTO PAINEL _4P	15	586	75	586	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003306.BMP	
3	15_SOBRA	0.04	15_SOBRA	75	15	0	586	15_SOBRA			586	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	70	386	15	386	15_SOBRA			70		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1003320.BMP	
3	15_SOBRA	0.03	15_SOBRA	70	15	0	386	15_SOBRA			386	ARAUCO		
2	ENGROSSO001500651000	1	ENGROSSO V FECHAMENTO PAINEL _4P	15	386	75	386	15_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVFEC-1-1003326.BMP	
3	15_SOBRA	0.03	15_SOBRA	75	15	0	386	15_SOBRA			386	ARAUCO		
1	QT01	1	ARMARIO ALTO	600	2355	515	2355				600			
2	LATERAL0001505000600	1	LATERAL DIR 2_5	15	2355	500	2355	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIR2_-1-1003331.BMP	
3	15_BEIGE	1.18	15_BEIGE	500	15	0	2355	15_BEIGE			2355	ARAUCO		
3	ABS_ESCARLATE_22	2.36	ABS_ESCARLATE_22	2355	0	0	0	ABS_ESCARLATE_22			2355			
2	LATERAL0001505000600	1	LATERAL ESQ 2_5	15	2355	500	2355	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQ2_-1-1003334.BMP	
3	15_BEIGE	1.18	15_BEIGE	500	15	0	2355	15_BEIGE			2355	ARAUCO		
3	ABS_ESCARLATE_22	2.36	ABS_ESCARLATE_22	2355	0	0	0	ABS_ESCARLATE_22			2355			
2	PISO2_5042004850015	1	PISO 2_5	570	15	500	15	15_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\PISO2_5-1-1003337.BMP	
3	15_BEIGE	0.29	15_BEIGE	500	15	0	570	15_BEIGE			570	ARAUCO		
3	ABS_ESCARLATE_22	0.57	ABS_ESCARLATE_22	570	0	0	0	ABS_ESCARLATE_22			570			
2	TETO2_5042004850015	1	TETO 2_5	570	15	500	15	15_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\TETO2_5-1-1003340.BMP	
3	15_BEIGE	0.29	15_BEIGE	500	15	0	570	15_BEIGE			570	ARAUCO		
3	ABS_ESCARLATE_22	0.57	ABS_ESCARLATE_22	570	0	0	0	ABS_ESCARLATE_22			570			
2	FUNDO_5042000150600	1	FUNDO _5	600	2355	15	2355	15_BEIGE			600		C:\Nesting\LIVING\IMG_COMP\FUNDO_5-1-1003343.BMP	
3	15_BEIGE	1.41	15_BEIGE	600	15	0	2355	15_BEIGE			2355	ARAUCO		
2	PRATELEI062005500770	1	PRATELEIRAS MONTADAS	570	2325	465	2325				570			
3	PRATELEI067005500025	5	PRATELEIRA 2_5	570	25	465	25	25_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\PRATELEIRA2_-1-1003350.BMP	
4	25_BEIGE	0.27	25_BEIGE	465	25	0	570	25_BEIGE			570	ARAUCO		
4	ABS_BEIGE_35	0.57	ABS_BEIGE_35	570	0	0	0	ABS_BEIGE_35			570			
3	BIGFER_0402248015	25	SUPORTE PRATELEIRA	17	13	11	13				17			
2	PARAFUSO_4x40	10	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	10	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PORTAES064600180795	1	PORTA ESQ LINEA VER 2_3_5	596	2353	18	2353	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTAESQLINE-1-1003583.BMP	
3	18_ESCARLATE	1.40	18_ESCARLATE	596	18	0	2353	18_ESCARLATE			2353	ARAUCO		
3	ABS_ESCARLATE_22	3.55	ABS_ESCARLATE_22	3545	0	0	0	ABS_ESCARLATE_22			3545			
3	PERFIL ESPECIAL	2.35	PERFIL ESPECIAL	2353	0	0	0	PERFIL ESPECIAL			2353			
2	NEO_PERFIL_NEO32_V_ESPECIAL	1	PERFIL NEO32 DIR VERTICAL	11	2353	35	2353				11			
2	BLUM_4243508_75B1550	4	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	4	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
1	QT01	1	ARMARIO ALTO	600	2355	515	2355				600			
2	LATERAL0001505000600	1	LATERAL DIR 2_5	15	2355	500	2355	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIR2_-1-1003650.BMP	
3	15_BEIGE	1.18	15_BEIGE	500	15	0	2355	15_BEIGE			2355	ARAUCO		
3	ABS_ESCARLATE_22	2.36	ABS_ESCARLATE_22	2355	0	0	0	ABS_ESCARLATE_22			2355			
2	LATERAL0001505000600	1	LATERAL ESQ 2_5	15	2355	500	2355	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQ2_-1-1003653.BMP	
3	15_BEIGE	1.18	15_BEIGE	500	15	0	2355	15_BEIGE			2355	ARAUCO		
3	ABS_ESCARLATE_22	2.36	ABS_ESCARLATE_22	2355	0	0	0	ABS_ESCARLATE_22			2355			
2	PISO2_5042004850015	1	PISO 2_5	570	15	500	15	15_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\PISO2_5-1-1003656.BMP	
3	15_BEIGE	0.29	15_BEIGE	500	15	0	570	15_BEIGE			570	ARAUCO		
3	ABS_ESCARLATE_22	0.57	ABS_ESCARLATE_22	570	0	0	0	ABS_ESCARLATE_22			570			
2	TETO2_5042004850015	1	TETO 2_5	570	15	500	15	15_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\TETO2_5-1-1003659.BMP	
3	15_BEIGE	0.29	15_BEIGE	500	15	0	570	15_BEIGE			570	ARAUCO		
3	ABS_ESCARLATE_22	0.57	ABS_ESCARLATE_22	570	0	0	0	ABS_ESCARLATE_22			570			
2	FUNDO_5042000150600	1	FUNDO _5	600	2355	15	2355	15_BEIGE			600		C:\Nesting\LIVING\IMG_COMP\FUNDO_5-1-1003662.BMP	
3	15_BEIGE	1.41	15_BEIGE	600	15	0	2355	15_BEIGE			2355	ARAUCO		
2	PRATELEI062005500770	1	PRATELEIRAS MONTADAS	570	2325	465	2325				570			
3	PRATELEI067005500025	5	PRATELEIRA 2_5	570	25	465	25	25_BEIGE			570		C:\Nesting\LIVING\IMG_COMP\PRATELEIRA2_-1-1003669.BMP	
4	25_BEIGE	0.27	25_BEIGE	465	25	0	570	25_BEIGE			570	ARAUCO		
4	ABS_BEIGE_35	0.57	ABS_BEIGE_35	570	0	0	0	ABS_BEIGE_35			570			
3	BIGFER_0402248015	25	SUPORTE PRATELEIRA	17	13	11	13				17			
2	PARAFUSO_4x40	10	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	10	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PORTALI064600180795	1	PORTA DIR LINEA VER 2_3_5	596	2353	18	2353	18_ESCARLATE			596		C:\Nesting\LIVING\IMG_COMP\PORTADIRLINE-1-1003902.BMP	
3	18_ESCARLATE	1.40	18_ESCARLATE	596	18	0	2353	18_ESCARLATE			2353	ARAUCO		
3	ABS_ESCARLATE_22	3.55	ABS_ESCARLATE_22	3545	0	0	0	ABS_ESCARLATE_22			3545			
3	PERFIL ESPECIAL	2.35	PERFIL ESPECIAL	2353	0	0	0	PERFIL ESPECIAL			2353			
2	NEO_PERFIL_NEO32_V_ESPECIAL	1	PERFIL NEO32 ESQ VERTICAL	11	2353	35	2353				11			
2	BLUM_4243508_75B1550	4	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	4	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
1	TA01	1	TAMPONAMENTO VERTICAL	18	2356	545	2356				18			
2	TAMPVER001505001000	1	TAMP VER SUP INF FRE 2_5	18	2356	545	2356	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERSUPIN-1-1003970.BMP	
3	18_ESCARLATE	1.28	18_ESCARLATE	545	18	0	2356	18_ESCARLATE			2356	ARAUCO		
3	ABS_ESCARLATE_22	3.45	ABS_ESCARLATE_22	3445	0	0	0	ABS_ESCARLATE_22			3445			
1	TA01	1	TAMPONAMENTO VERTICAL	18	2356	545	2356				18			
2	TAMPVER001505001000	1	TAMP VER SUP INF FRE 2_5	18	2356	545	2356	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERSUPIN-1-1003976.BMP	
3	18_ESCARLATE	1.28	18_ESCARLATE	545	18	0	2356	18_ESCARLATE			2356	ARAUCO		
3	ABS_ESCARLATE_22	3.45	ABS_ESCARLATE_22	3445	0	0	0	ABS_ESCARLATE_22			3445			
1	TA01	1	TAMPONAMENTO VERTICAL	18	2486	150	2486				18			
2	TAMPVER001505001000	1	TAMP VER INF FRE 2_5	18	2486	150	2486	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERINFFR-1-1003982.BMP	
3	18_ESCARLATE	0.37	18_ESCARLATE	150	18	0	2486	18_ESCARLATE			2486	ARAUCO		
3	ABS_ESCARLATE_22	2.64	ABS_ESCARLATE_22	2636	0	0	0	ABS_ESCARLATE_22			2636			
1	TA01	1	TAMPONAMENTO VERTICAL	18	2486	150	2486				18			
2	TAMPVER001505001000	1	TAMP VER INF FRE 2_5	18	2486	150	2486	18_ESCARLATE			18		C:\Nesting\LIVING\IMG_COMP\TAMPVERINFFR-1-1003988.BMP	
3	18_ESCARLATE	0.37	18_ESCARLATE	150	18	0	2486	18_ESCARLATE			2486	ARAUCO		
3	ABS_ESCARLATE_22	2.64	ABS_ESCARLATE_22	2636	0	0	0	ABS_ESCARLATE_22			2636			
1	TA02	1	TAMPONAMENTO HORIZONTAL	2312	30	540	30				2312			
2	TAMPHOR100005000018	2	TAMP HOR ENG _1	2312	15	540	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPHORENG_1-1-1003994.BMP	
3	15_ESCARLATE	1.25	15_ESCARLATE	540	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	FTTAMP0100005000054	1	FT TAMP HOR FRE 1_2_5	2312	30	540	30	30_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1004001.BMP	
3	30_ESCARLATE	1.25	30_ESCARLATE	540	30	0	2312	30_ESCARLATE			2312	ARAUCO		
3	ABS_ESCARLATE_35	2.31	ABS_ESCARLATE_35	2312	0	0	0	ABS_ESCARLATE_35			2312			
1	COIT01	1	BALCÃO	1155	590	515	590				1155			
2	LATERAL001806000600	1	LATERAL DIR INF 2_4C_5	15	590	515	590	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALDIRIN-1-1004008.BMP	
3	15_BEIGE	0.30	15_BEIGE	515	15	0	590	15_BEIGE			590	ARAUCO		
3	ABS_ESCARLATE_22	1.11	ABS_ESCARLATE_22	1105	0	0	0	ABS_ESCARLATE_22			1105			
2	LATERAL001506000800	1	LATERAL ESQ INF 2_4C_5	15	590	515	590	15_BEIGE			15		C:\Nesting\LIVING\IMG_COMP\LATERALESQIN-1-1004011.BMP	
3	15_BEIGE	0.30	15_BEIGE	515	15	0	590	15_BEIGE			590	ARAUCO		
3	ABS_ESCARLATE_22	1.11	ABS_ESCARLATE_22	1105	0	0	0	ABS_ESCARLATE_22			1105			
2	FUNDOIN066400150585	1	FUNDO 4C_5	1125	575	15	575	15_BEIGE			1125		C:\Nesting\LIVING\IMG_COMP\FUNDO4C_5-1-1004014.BMP	
3	15_BEIGE	0.65	15_BEIGE	1125	15	0	575	15_BEIGE			575	ARAUCO		
2	PISOINF066406000015	1	PISO 2_4C_5	1125	15	515	15	15_BEIGE			1125		C:\Nesting\LIVING\IMG_COMP\PISO2_4C_5-1-1004017.BMP	
3	15_BEIGE	0.58	15_BEIGE	515	15	0	1125	15_BEIGE			1125	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1125	0	0	0	ABS_ESCARLATE_22			1125			
2	FRONTAL0105000150045	1	FRONTAL VER 2_4C_5	1125	45	18	45	18_ESCARLATE			1125		C:\Nesting\LIVING\IMG_COMP\FRONTALVER2_-1-1004020.BMP	
3	18_ESCARLATE	0.05	18_ESCARLATE	1125	18	0	45	18_ESCARLATE			45	ARAUCO		
3	ABS_ESCARLATE_22	1.13	ABS_ESCARLATE_22	1125	0	0	0	ABS_ESCARLATE_22			1125			
2	PARAFUSO_4x40	10	PARAFUSO DIR 4X40	40	4	4	4				40			
2	PARAFUSO_4x40	10	PARAFUSO ESQ 4x40	40	4	4	4				40			
2	PORTADI064600180795	1	PORTA DIR TURIM 2_3_5	574	560	18	560	18_ESCARLATE			574		C:\Nesting\LIVING\IMG_COMP\PORTADIRTURI-1-1004086.BMP	
3	18_ESCARLATE	0.32	18_ESCARLATE	574	18	0	560	18_ESCARLATE			560	ARAUCO		
3	ABS_ESCARLATE_22	1.69	ABS_ESCARLATE_22	1694	0	0	0	ABS_ESCARLATE_22			1694			
3	PERFIL ESPECIAL	0.57	PERFIL ESPECIAL	574	0	0	0	PERFIL ESPECIAL			574			
2	NEO_PERFIL_NEO45_ESPECIAL	2	PERFIL NEO45	574	22	20	22				574			
2	PORTAES064600180795	1	PORTA ESQ TURIM 2_3_5	574	560	18	560	18_ESCARLATE			574		C:\Nesting\LIVING\IMG_COMP\PORTAESQTURI-1-1004094.BMP	
3	18_ESCARLATE	0.32	18_ESCARLATE	574	18	0	560	18_ESCARLATE			560	ARAUCO		
3	ABS_ESCARLATE_22	1.69	ABS_ESCARLATE_22	1694	0	0	0	ABS_ESCARLATE_22			1694			
3	PERFIL ESPECIAL	0.57	PERFIL ESPECIAL	574	0	0	0	PERFIL ESPECIAL			574			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 DIR	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA DIR RETO	8	19	44	19				8			
2	BLUM_4243508_75B1550	2	DOBRADICA BLUM 107 ESQ	37	57	79	57				37			
3	BLUM_4427776_70.1503.OGABD	1	BLUM DOBRADICA CAPA BRACO	44	4	15	4				44			
3	BLUM_9003173_70T3504	1	BLUM DOBRADICA CAPA CANECO	57	2	20	2				57			
2	BLUM_7480175_173L6100	2	BLUM CALCO DOBRADICA ESQ RETA	8	19	44	19				8			
1	TA02	1	TAMPONAMENTO HORIZONTAL	2312	30	540	30				2312			
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE INF ENG _1	2312	15	540	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004165.BMP	
3	15_ESCARLATE	1.25	15_ESCARLATE	540	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE SUP ENG _1	2312	15	540	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004168.BMP	
3	15_ESCARLATE	1.25	15_ESCARLATE	540	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	BAGUETE	2	BAGUETE	25	20	515	20				25			
2	BAGUETE	1	BAGUETE	2262	20	25	20				2262			
2	FTTAMP0100005000054	1	FT TAMP HOR FRE 1_2_5	2312	30	540	30	30_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1004181.BMP	
3	30_ESCARLATE	1.25	30_ESCARLATE	540	30	0	2312	30_ESCARLATE			2312	ARAUCO		
3	ABS_ESCARLATE_35	2.31	ABS_ESCARLATE_35	2312	0	0	0	ABS_ESCARLATE_35			2312			
2	124851_PERFIL_LED_COM_CAPA	1	PERFIL LED SUP COM CAPA	2312	9	24	9				2312			
1	PA01	1	PAINEL VERTICAL	1080	2661	15	2661				1080			
2	PAINELV080000151000	1	PAINEL VER DIR ESQ INF 2_5	1080	2661	15	2661	15_ESCARLATE			1080		C:\Nesting\LIVING\IMG_COMP\PAINELVERDIR-1-1004190.BMP	
3	15_ESCARLATE	2.87	15_ESCARLATE	1080	15	0	2661	15_ESCARLATE			2661	ARAUCO		
3	ABS_ESCARLATE_22	6.40	ABS_ESCARLATE_22	6402	0	0	0	ABS_ESCARLATE_22			6402			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	1081	25	12	25				1081			
2	PERFIL_15X15_ESPECIAL	1	PERFIL 25x12	117	25	12	25				117			
2	REGUAAC001800151000	2	REGUA ACABAMENTO VER _5	15	2661	102	2661	15_ESCARLATE			15		C:\Nesting\LIVING\IMG_COMP\REGUAACABAME-1-1004201.BMP	
3	15_ESCARLATE	0.27	15_ESCARLATE	102	15	0	2661	15_ESCARLATE			2661	ARAUCO		
2	ENGROSSO007000151000	2	ENGROSSO VER PAINEL _4P	15	2661	45	2661	45_SOBRA			15		C:\Nesting\LIVING\IMG_COMP\ENGROSSOVERP-1-1004207.BMP	
3	45_SOBRA	0.04	45_SOBRA	15	45	0	2661	45_SOBRA			2661	ARAUCO		
1	TA02	1	TAMPONAMENTO HORIZONTAL	2312	30	535	30				2312			
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE INF ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004217.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE SUP ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004220.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	BAGUETE	2	BAGUETE	25	20	510	20				25			
2	BAGUETE	1	BAGUETE	2262	20	25	20				2262			
2	FTTAMP0100005000054	1	FT TAMP HOR FRE 1_2_5	2312	30	535	30	30_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1004233.BMP	
3	30_ESCARLATE	1.24	30_ESCARLATE	535	30	0	2312	30_ESCARLATE			2312	ARAUCO		
3	ABS_ESCARLATE_35	2.31	ABS_ESCARLATE_35	2312	0	0	0	ABS_ESCARLATE_35			2312			
2	124851_PERFIL_LED_COM_CAPA	1	PERFIL LED SUP COM CAPA	2312	9	24	9				2312			
1	TA02	1	TAMPONAMENTO HORIZONTAL	2312	30	535	30				2312			
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE INF ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004243.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE SUP ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004246.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	BAGUETE	2	BAGUETE	25	20	510	20				25			
2	BAGUETE	1	BAGUETE	2262	20	25	20				2262			
2	FTTAMP0100005000054	1	FT TAMP HOR FRE 1_2_5	2312	30	535	30	30_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1004259.BMP	
3	30_ESCARLATE	1.24	30_ESCARLATE	535	30	0	2312	30_ESCARLATE			2312	ARAUCO		
3	ABS_ESCARLATE_35	2.31	ABS_ESCARLATE_35	2312	0	0	0	ABS_ESCARLATE_35			2312			
2	124851_PERFIL_LED_COM_CAPA	1	PERFIL LED SUP COM CAPA	2312	9	24	9				2312			
1	TA02	1	TAMPONAMENTO HORIZONTAL	2312	30	535	30				2312			
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE INF ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004269.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	TAMPOBA100005000018	1	TAMPO BAG DIR FUN ESQ SE SUP ENG _1	2312	15	535	15	15_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\TAMPOBAGDIRF-1-1004272.BMP	
3	15_ESCARLATE	1.24	15_ESCARLATE	535	15	0	2312	15_ESCARLATE			2312	ARAUCO		
2	BAGUETE	2	BAGUETE	25	20	510	20				25			
2	BAGUETE	1	BAGUETE	2262	20	25	20				2262			
2	FTTAMP0100005000054	1	FT TAMP HOR FRE 1_2_5	2312	30	535	30	30_ESCARLATE			2312		C:\Nesting\LIVING\IMG_COMP\FTTAMPHORFRE-1-1004285.BMP	
3	30_ESCARLATE	1.24	30_ESCARLATE	535	30	0	2312	30_ESCARLATE			2312	ARAUCO		
3	ABS_ESCARLATE_35	2.31	ABS_ESCARLATE_35	2312	0	0	0	ABS_ESCARLATE_35			2312			
2	124851_PERFIL_LED_COM_CAPA	1	PERFIL LED SUP COM CAPA	2312	9	24	9				2312			
1	PA02	1	PAINEL HORIZONTAL	2312	390	15	390				2312			
2	PAINELH100000150800	1	PAINEL HOR INF 2_5	2312	390	15	390	15_CINZA_PURO			2312		C:\Nesting\LIVING\IMG_COMP\PAINELHORINF-1-1004294.BMP	
3	15_CINZA_PURO	0.90	15_CINZA_PURO	390	15	0	2312	15_CINZA_PURO			2312	ARAUCO		
3	ABS_CINZA_PURO_22	2.31	ABS_CINZA_PURO_22	2312	0	0	0	ABS_CINZA_PURO_22			2312			
